id,createTime,diggCount,shareCount,playCount,commentCount,hashtag_foryoupage,hashtag_fyp
6898699405898059010,1606228625,936200,21100,15300000,27100,False,True
6902751117805899009,1607171987,2080,17,39300,19,False,False
6902751117805899009,1607171987,2080,17,39300,19,False,True
6902751117805899009,1607171987,2080,17,39300,19,True,False
6886417103046380801,1603368929,3275,338,65900,159,False,True
6883094233935252737,1602595262,23900,505,346500,181,False,True
6906818204966915330,1608118930,2501,16,71400,44,False,False
6892805816492084481,1604856417,2053,62,46800,42,False,True
6886765050355289346,1603449941,1251,46,50400,27,False,True
6886765050355289346,1603449941,1251,46,50400,27,False,False
6886765050355289346,1603449941,1251,46,50400,27,True,False
6890189236130073857,1604247197,4734,55,55100,306,False,True
6890189236130073857,1604247197,4734,55,55100,306,True,False
6890189236130073857,1604247197,4734,55,55100,306,False,False
6901321371113032962,1606839099,11300,27,155600,127,False,False
6901321371113032962,1606839099,11300,27,155600,127,False,True
6893611785295793410,1605044072,11800,220,49200,156,True,False
6888873392234056962,1603940829,458,3,943,8,False,True
6888873392234056962,1603940829,458,3,943,8,False,False
6888873392234056962,1603940829,458,3,943,8,True,False
6879952519586450690,1601863781,1742,75,44100,86,False,True
6879952519586450690,1601863781,1742,75,44100,86,False,False
6879952519586450690,1601863781,1742,75,44100,86,True,False
6884933059758755073,1603023398,274,2,3456,3,False,True
6884933059758755073,1603023398,274,2,3456,3,False,False
6895846066961337601,1605564281,7161,6,161600,80,False,True
6884933447480003842,1603023488,368,1,5189,13,False,True
6884933447480003842,1603023488,368,1,5189,13,False,False
6899411430660001026,1606394406,3997,2,34700,23,False,True
6898613799402753281,1606208694,2405,15,96400,48,False,True
6885861410329332998,1603239567,9522,75,64000,273,False,False
6885861410329332998,1603239567,9522,75,64000,273,False,True
6887645369895898369,1603654907,26300,30,173100,315,False,True
6887645369895898369,1603654907,26300,30,173100,315,False,False
6905761532039220482,1607872904,461700,102700,11100000,11600,False,True
6902412854188674306,1607093229,6454,19,63200,107,False,True
6902412854188674306,1607093229,6454,19,63200,107,False,False
6896962911969758466,1605824317,5480,22,44700,26,False,True
6896962911969758466,1605824317,5480,22,44700,26,False,False
6905705430886944002,1607859842,1472,114,49400,39,False,True
6884970166489271557,1603032116,9247,27,99600,60,False,True
6881218787157216514,1602158601,5898,689,171200,31,False,True
6904279792388984066,1607527910,9099,38,103000,124,True,False
6903247940127640834,1607287663,25700,518,197200,414,False,False
6905505804959452417,1607813366,13000,349,198500,52,True,False
6905505804959452417,1607813366,13000,349,198500,52,False,False
6903809474268646658,1607418406,20700,110,102400,86,False,True
6908111363365768453,1608420034,13400,860,89500,469,False,True
6907233534893640965,1608215666,16800,198,139300,150,False,False
6886872042411494658,1603474853,38700,915,202200,408,False,True
6886872042411494658,1603474853,38700,915,202200,408,True,False
6900302214896618757,1606601842,5328,56,53800,106,False,True
6880877914078842113,1602079235,154,1,3854,2,False,False
6880877914078842113,1602079235,154,1,3854,2,False,False
6880877914078842113,1602079235,154,1,3854,2,False,False
6899884198279073025,1606504481,218600,1197,1900000,2397,False,True
6899884198279073025,1606504481,218600,1197,1900000,2397,False,False
6899884198279073025,1606504481,218600,1197,1900000,2397,True,False
6877036154982616321,1601184758,198,8,1896,4,False,False
6877036154982616321,1601184758,198,8,1896,4,True,False
6877036154982616321,1601184758,198,8,1896,4,False,True
6877036154982616321,1601184758,198,8,1896,4,False,True
6876835225989664002,1601137974,153600,1975,1500000,1473,False,True
6888753654594145537,1603912949,305300,34100,3300000,3502,False,True
6901670973137898753,1606920497,15900,133,196900,176,False,False
6888474204623195397,1603847914,15800,1153,269900,81,False,True
6881662658794294529,1602261947,26000,133,252600,448,True,False
6881662658794294529,1602261947,26000,133,252600,448,False,True
6885802277555293441,1603225780,8581,182,117800,62,False,True
6893192903749913858,1604946542,447,10,26200,75,False,True
6893192903749913858,1604946542,447,10,26200,75,True,False
6893192903749913858,1604946542,447,10,26200,75,False,False
6898791307016146177,1606250022,7070,63,97900,222,False,False
6898791307016146177,1606250022,7070,63,97900,222,True,False
6905831259478461698,1607889140,1242,32,62900,104,False,True
6892756720829893890,1604844985,2380,106,57200,73,False,False
6892756720829893890,1604844985,2380,106,57200,73,True,False
6888254914754006274,1603796828,4896,198,43700,257,False,True
6884265711980645634,1602868018,171500,1762,2400000,1051,False,False
6884265711980645634,1602868018,171500,1762,2400000,1051,False,True
6893183413965147394,1604944333,2566,9,31800,96,False,False
6893183413965147394,1604944333,2566,9,31800,96,False,True
6885774617479302402,1603219339,441,15,58900,7,False,True
6899811757322194177,1606487614,5161,102,58300,51,False,False
6894926988453186817,1605350290,11600,96,103600,27,False,False
6895741298297359617,1605539886,24300,1508,331900,97,False,False
6904391934735944961,1607554022,17200,57,215600,80,False,True
6881035542830550278,1602115969,4851,25,71400,122,True,False
6881035542830550278,1602115969,4851,25,71400,122,False,True
6881035542830550278,1602115969,4851,25,71400,122,False,False
6886011511391718657,1603274495,4851,61,148200,22,False,True
6886011511391718657,1603274495,4851,61,148200,22,True,False
6908031436243225858,1608401408,846100,18300,5400000,7471,False,False
6908031436243225858,1608401408,846100,18300,5400000,7471,False,True
6908031436243225858,1608401408,846100,18300,5400000,7471,True,False
6886383962885737730,1603361212,277,78,6893,5,False,False
6886383962885737730,1603361212,277,78,6893,5,True,False
6886383962885737730,1603361212,277,78,6893,5,False,True
6882817271899770114,1602530779,1816,7,23100,66,False,False
6882817271899770114,1602530779,1816,7,23100,66,True,False
6882817271899770114,1602530779,1816,7,23100,66,False,True
6889769067306061057,1604149368,8516,380,50300,70,False,True
6883070138279677186,1602589653,1833,28,27600,87,False,False
6883070138279677186,1602589653,1833,28,27600,87,True,False
6883070138279677186,1602589653,1833,28,27600,87,False,True
6878668790503116038,1601564948,14700,121,102900,1112,False,True
6878668790503116038,1601564948,14700,121,102900,1112,False,False
6893935935684185346,1605119543,6529,18,73600,30,False,False
6893935935684185346,1605119543,6529,18,73600,30,False,True
6900102046876208386,1606555203,4220,29,38400,44,False,False
6900102046876208386,1606555203,4220,29,38400,44,False,True
6889831681469975810,1604163946,2925,22,51300,120,False,True
6889831681469975810,1604163946,2925,22,51300,120,False,False
6893140398403816706,1604934318,27700,142,351500,517,False,True
6878300825932860674,1601479211,16600,398,251100,76,False,True
6904174259589958913,1607503339,4634,63,92000,1,False,False
6904174259589958913,1607503339,4634,63,92000,1,False,True
6893282758790008065,1604967466,6842,107,43700,184,False,True
6902733196811635969,1607167815,4568,21,82700,91,False,True
6902733196811635969,1607167815,4568,21,82700,91,False,False
6906515542035746050,1608048461,4012,24,316800,93,False,False
6906515542035746050,1608048461,4012,24,316800,93,True,False
6895318771666308354,1605441509,1791,3,44600,36,False,True
6895318771666308354,1605441509,1791,3,44600,36,True,False
6895318771666308354,1605441509,1791,3,44600,36,False,False
6905698143560633602,1607858145,4597,286,64200,207,False,False
6905698143560633602,1607858145,4597,286,64200,207,False,True
6907818554905726214,1608351864,2475,11,92400,11,False,True
6889446389349125377,1604074239,1763,90,24200,12,False,True
6890707606579563781,1604367917,32100,43,393800,301,False,True
6904359798809054470,1607546558,21300,731,135100,603,False,True
6892784023928704258,1604851343,12600,534,54200,173,False,True
6892784023928704258,1604851343,12600,534,54200,173,False,False
6907808236133469445,1608349457,14700,287,69100,221,True,False
6907808236133469445,1608349457,14700,287,69100,221,False,True
6907808236133469445,1608349457,14700,287,69100,221,False,False
6895768030618438913,1605546111,2264,48,81800,60,False,True
6895806487784869122,1605555065,6274,636,1400000,173,False,True
6895806487784869122,1605555065,6274,636,1400000,173,True,False
6908292605101051137,1608462215,619000,2146,4000000,6991,False,True
6908292605101051137,1608462215,619000,2146,4000000,6991,True,False
6899842091749215489,1606494677,2685,116,67100,48,False,True
6883565215552654593,1602704922,9782,32,65300,144,False,True
6892015573861993730,1604672424,1651,15,46900,37,False,True
6897251091910528257,1605891413,1269,10,226500,29,False,False
6899519135198383361,1606419483,11700,87,175100,77,False,False
6899519135198383361,1606419483,11700,87,175100,77,True,False
6899519135198383361,1606419483,11700,87,175100,77,False,True
6899462833088531714,1606406374,5209,33,115600,169,False,True
6880225229415681282,1601927271,17600,372,113600,251,False,True
6880225229415681282,1601927271,17600,372,113600,251,True,False
6900932062853893378,1606748458,3412,145,41200,36,False,False
6894377684403604738,1605222398,69200,1486,1900000,373,False,True
6894377684403604738,1605222398,69200,1486,1900000,373,True,False
6900632361621392642,1606678677,3077,8,40900,42,False,False
6903091992268459265,1607251353,833,2,9373,6,False,True
6878517470894836998,1601529747,5845,14,117500,112,False,True
6878517470894836998,1601529747,5845,14,117500,112,False,False
6897028685413633281,1605839631,5791,74,111900,511,False,True
6897028685413633281,1605839631,5791,74,111900,511,True,False
6897028685413633281,1605839631,5791,74,111900,511,False,False
6878340953933876482,1601488554,8283,43,63700,119,True,False
6888847866157223169,1603934887,18800,1295,87600,219,False,True
6877301356101782785,1601246506,1957,69,45000,46,False,True
6877301356101782785,1601246506,1957,69,45000,46,False,False
6877301356101782785,1601246506,1957,69,45000,46,True,False
6882770369573358853,1602519905,19700,204,83100,539,False,True
6882770369573358853,1602519905,19700,204,83100,539,False,False
6882770369573358853,1602519905,19700,204,83100,539,True,False
6879871451772620033,1601844902,14700,63,90200,143,True,False
6903551807230872833,1607358412,6144,61,25000,25,False,True
6903551807230872833,1607358412,6144,61,25000,25,True,False
6876320502848261378,1601018132,801,15,8223,34,True,False
6884257667573894401,1602866145,13700,228,65900,75,False,True
6884153193425636610,1602841826,6111,16,62800,207,False,True
6891310470830034182,1604508309,8080,142,90800,178,True,False
6891310470830034182,1604508309,8080,142,90800,178,False,True
6891310470830034182,1604508309,8080,142,90800,178,False,False
6878841351916637441,1601605062,4304,208,49300,47,False,True
6878841351916637441,1601605062,4304,208,49300,47,False,False
6878841351916637441,1601605062,4304,208,49300,47,True,False
6880924761333959938,1602090142,6691,8,66200,112,False,True
6879439535726529794,1601744336,33800,3606,429100,473,False,True
6889452355486485762,1604075628,2247,1,42000,60,False,True
6895082457968725249,1605386489,1200000,14400,24800000,4454,False,False
6896035426092453122,1605608369,8860,71,113800,25,False,False
6875317312082201857,1600784558,1783,5,202900,4,False,False
6887853904697101570,1603703464,8093,83,76900,65,False,True
6886026780914846978,1603278050,3657,54,58200,14,False,True
6886026780914846978,1603278050,3657,54,58200,14,False,False
6883594464900779270,1602711773,12100,168,95700,77,True,False
6883594464900779270,1602711773,12100,168,95700,77,False,True
6883594464900779270,1602711773,12100,168,95700,77,False,False
6877179236386376961,1601218070,25900,2267,620300,579,False,False
6877179236386376961,1601218070,25900,2267,620300,579,False,True
6886619249889070337,1603415995,1842,18,25900,87,False,True
6886619249889070337,1603415995,1842,18,25900,87,False,False
6886619249889070337,1603415995,1842,18,25900,87,True,False
6899171884571626753,1606338633,103900,1548,351700,758,False,True
6876512902929599745,1601062929,199600,113,1000000,387,False,False
6905772202600189189,1607875411,5473,24,346100,41,False,False
6890594872328195333,1604341686,20000,210,111100,466,False,True
6890594872328195333,1604341686,20000,210,111100,466,False,False
6890594872328195333,1604341686,20000,210,111100,466,True,False
6900735754700459270,1606702780,9504,11,78300,112,True,False
6900735754700459270,1606702780,9504,11,78300,112,False,True
6900735754700459270,1606702780,9504,11,78300,112,False,False
6908113835845012742,1608420609,395200,21400,2900000,1890,False,True
6908113835845012742,1608420609,395200,21400,2900000,1890,False,False
6897005299798936834,1605834187,2409,37,36000,76,False,True
6897005299798936834,1605834187,2409,37,36000,76,False,False
6897005299798936834,1605834187,2409,37,36000,76,True,False
6895703273773321474,1605531033,13600,195,207900,94,False,False
6899555224801791234,1606427887,3434,39,33800,82,False,False
6882508731343506694,1602458968,20500,1570,142300,243,False,True
6903317821770484994,1607303936,48100,388,511200,460,False,True
6886856236667636993,1603471172,9025,1,67000,67,False,False
6899676363188473093,1606456137,114600,2564,478400,5892,False,True
6904256013650758914,1607522373,22100,228,253000,179,False,True
6904256013650758914,1607522373,22100,228,253000,179,False,False
6886527144478936321,1603394551,3808,212,53000,183,False,True
6886527144478936321,1603394551,3808,212,53000,183,False,False
6897026408372096261,1605839133,31900,45900,2800000,518,False,True
6884860645364354306,1603006538,5846,67,45800,56,False,True
6880161721349311746,1601912483,4751,29,58600,32,True,False
6880161721349311746,1601912483,4751,29,58600,32,False,False
6880161721349311746,1601912483,4751,29,58600,32,False,True
6877167604100910337,1601215362,6940,238,136600,81,False,False
6902115301094116610,1607023950,16700,539,94200,504,False,True
6902115301094116610,1607023950,16700,539,94200,504,True,False
6902424258006273281,1607095884,86000,1583,590600,2875,False,False
6902424258006273281,1607095884,86000,1583,590600,2875,False,True
6887617610196733186,1603648446,20500,58,69300,61,False,True
6887617610196733186,1603648446,20500,58,69300,61,False,False
6896760414055435521,1605777169,135700,11500,1100000,4146,False,True
6896760414055435521,1605777169,135700,11500,1100000,4146,True,False
6880508779109125378,1601993290,1116,23,12200,123,True,False
6880508779109125378,1601993290,1116,23,12200,123,False,True
6880508779109125378,1601993290,1116,23,12200,123,False,False
6893922616696999169,1605116442,2212,8,35200,147,False,True
6889466576051932421,1604078985,11700,12,128900,94,True,False
6889466576051932421,1604078985,11700,12,128900,94,False,True
6889466576051932421,1604078985,11700,12,128900,94,False,False
6901655785407909121,1606916960,112600,1017,540800,1179,False,True
6899086619228376321,1606318780,1466,17,102800,23,False,True
6899086619228376321,1606318780,1466,17,102800,23,True,False
6885161134748404998,1603076544,3329,12,105700,36,False,True
6899843622355750145,1606495034,21400,138,128200,180,True,False
6899843622355750145,1606495034,21400,138,128200,180,False,False
6875394675985992966,1600802606,5858,10,196400,81,True,False
6875394675985992966,1600802606,5858,10,196400,81,False,True
6875394675985992966,1600802606,5858,10,196400,81,False,False
6899727630472383746,1606468028,507,0,7037,23,True,False
6888453982440770821,1603843209,7042,354,61200,240,False,False
6888453982440770821,1603843209,7042,354,61200,240,False,True
6885674156655021314,1603195948,124,1,1418,5,True,False
6891793639643647238,1604620784,5688,234,52100,88,False,True
6907213826681261314,1608211043,74700,1666,748900,183,False,False
6907213826681261314,1608211043,74700,1666,748900,183,True,False
6898350532415540482,1606147396,5483,206,236000,100,True,False
6888353150521134338,1603819699,1795,18,87900,78,False,True
6897940245858258177,1606051869,1176,6,80600,35,False,False
6887890425844141313,1603711963,4449,29,120600,201,False,True
6902015702576762113,1607000760,4710,38,40200,52,False,True
6894047232274812165,1605145485,20900,131,75900,230,False,True
6894047232274812165,1605145485,20900,131,75900,230,False,False
6876860979787959554,1601143970,36500,15000,865000,315,False,False
6895338661622123777,1605446140,3697,41,92000,37,False,True
6895338661622123777,1605446140,3697,41,92000,37,False,False
6889428056704961793,1604069970,802,0,45300,33,False,True
6905816780938235138,1607885768,12700,142,297500,980,False,True
6898757137154051330,1606242067,1657,45,40500,143,False,False
6898757137154051330,1606242067,1657,45,40500,143,False,True
6907635850985704709,1608309327,6217,120,123500,228,False,True
6902420063882628357,1607094982,692300,48200,3500000,10700,False,True
6902420063882628357,1607094982,692300,48200,3500000,10700,True,False
6902420063882628357,1607094982,692300,48200,3500000,10700,False,False
6905763253192789253,1607873332,2243,42,396700,36,False,True
6888373722546294022,1603824533,24200,294,151900,428,False,True
6888373722546294022,1603824533,24200,294,151900,428,False,False
6888373722546294022,1603824533,24200,294,151900,428,True,False
6888031153173892353,1603744730,330000,3712,1100000,3767,False,True
6888031153173892353,1603744730,330000,3712,1100000,3767,False,False
6906559972839034117,1608058825,9902,100,57000,151,False,True
6906559972839034117,1608058825,9902,100,57000,151,False,False
6883532351960288518,1602697317,4911,38,74400,29,False,True
6907464609116982529,1608269434,25200,194,439700,984,False,False
6904294597862755585,1607531357,4075,9,358500,22,False,True
6896976403208604934,1605827489,14400,99,306300,77,True,False
6906139639753559298,1607960939,2883,250,95400,73,False,True
6906139639753559298,1607960939,2883,250,95400,73,False,False
6906139639753559298,1607960939,2883,250,95400,73,True,False
6884902907439779074,1603016378,11100,167,122000,191,False,False
6898598426590678273,1606205115,3376,9,52400,13,False,True
6887590237191572738,1603642069,41200,473,423900,790,False,True
6896520019082005761,1605721197,6013,57,27400,102,False,False
6906822328580181250,1608119890,4436,37,50600,98,False,False
6906822328580181250,1608119890,4436,37,50600,98,False,True
6886119631011007745,1603299667,73300,747,295700,772,False,True
6879933206460648706,1601859281,10300,173,66900,532,False,True
6879933206460648706,1601859281,10300,173,66900,532,False,False
6908295874653342978,1608462977,25200,973,261000,569,True,False
6899497158769200385,1606414370,1051,25,35200,218,False,True
6899497158769200385,1606414370,1051,25,35200,218,True,False
6899497158769200385,1606414370,1051,25,35200,218,False,False
6893496095779933442,1605017135,90600,5724,1100000,1472,False,False
6893496095779933442,1605017135,90600,5724,1100000,1472,True,False
6893496095779933442,1605017135,90600,5724,1100000,1472,False,True
6887618500307864833,1603648650,33000,115,126000,226,False,True
6887618500307864833,1603648650,33000,115,126000,226,False,False
6889092649895087362,1603991878,13200,120,83100,58,False,True
6889092649895087362,1603991878,13200,120,83100,58,False,False
6901832410091064582,1606958115,9048,180,80500,52,False,True
6901832410091064582,1606958115,9048,180,80500,52,True,False
6905034791188434177,1607703697,6447,719,81000,147,False,False
6905034791188434177,1607703697,6447,719,81000,147,True,False
6905034791188434177,1607703697,6447,719,81000,147,False,True
6877816601308073218,1601366469,17400,43,251700,66,False,True
6899978363759267073,1606526407,6289,23,86900,66,False,True
6899978363759267073,1606526407,6289,23,86900,66,True,False
6906244949176569093,1607985474,5415,10,82200,269,False,True
6906244949176569093,1607985474,5415,10,82200,269,False,False
6884703655182880002,1602969986,71800,1179,339100,1179,False,False
6884703655182880002,1602969986,71800,1179,339100,1179,False,True
6907108578482457861,1608186591,15000,763,60700,689,False,True
6907108578482457861,1608186591,15000,763,60700,689,False,False
6878457763668823298,1601515751,1415,9,28600,46,False,True
6878457763668823298,1601515751,1415,9,28600,46,False,False
6878457763668823298,1601515751,1415,9,28600,46,True,False
6875872124968439046,1600913778,3932,13,66100,71,True,False
6875872124968439046,1600913778,3932,13,66100,71,False,True
6875872124968439046,1600913778,3932,13,66100,71,False,False
6901420903322635525,1606862302,5804,26,65500,721,False,True
6897013361804938497,1605836064,102300,2086,1300000,329,False,False
6897013361804938497,1605836064,102300,2086,1300000,329,False,True
6890352437425638658,1604285196,13100,190,71000,110,False,True
6877726677334510849,1601345537,3504,131,51200,122,False,True
6877726677334510849,1601345537,3504,131,51200,122,False,False
6877726677334510849,1601345537,3504,131,51200,122,True,False
6903134814715661570,1607261324,11200,447,139500,370,False,True
6903134814715661570,1607261324,11200,447,139500,370,False,False
6906757897628192005,1608104993,360100,4682,4200000,1225,False,True
6875651291343883522,1600862319,104300,619,2600000,734,False,False
6875651291343883522,1600862319,104300,619,2600000,734,False,True
6880196605513927938,1601920606,2500000,26000,25100000,12000,False,True
6880122437594270978,1601903337,102500,1634,1200000,1243,False,True
6906048081628859650,1607939622,712,11,31900,4,False,True
6897549344015371521,1605960855,1222,7,9282,25,False,True
6897549344015371521,1605960855,1222,7,9282,25,True,False
6882317577692138754,1602414433,3380,55,24000,103,False,True
6905109455466220805,1607721097,6063,89,76500,838,False,True
6893087415263644930,1604921982,6103,52,35800,438,False,True
6893087415263644930,1604921982,6103,52,35800,438,False,False
6905053286374706433,1607708003,2079,43,64800,101,False,True
6905053286374706433,1607708003,2079,43,64800,101,False,False
6903954146630569217,1607452090,5047,44,107600,61,False,True
6903908757386841346,1607441521,3725,13,32000,26,False,False
6903908757386841346,1607441521,3725,13,32000,26,False,True
6885153736222706949,1603074820,11100,59,148300,145,False,True
6876805952117558529,1601131158,17100,370,119000,241,False,True
6904973629524692230,1607689532,46500,2044,427300,124,False,True
6879936527829404933,1601860082,8971,67,61900,271,True,False
6879936527829404933,1601860082,8971,67,61900,271,False,True
6879936527829404933,1601860082,8971,67,61900,271,False,False
6876643374548438274,1601093306,2408,87,19400,148,False,False
6876643374548438274,1601093306,2408,87,19400,148,True,False
6886459209051852038,1603378817,4937,410,95000,25,False,True
6902938842874121474,1607215697,13500,49,143700,564,True,False
6902938842874121474,1607215697,13500,49,143700,564,False,False
6902938842874121474,1607215697,13500,49,143700,564,False,True
6884030480736324869,1602813285,15800,172,163400,233,True,False
6884030480736324869,1602813285,15800,172,163400,233,False,True
6884030480736324869,1602813285,15800,172,163400,233,False,False
6884031629522717953,1602813518,1707,53,29200,39,False,False
6884031629522717953,1602813518,1707,53,29200,39,True,False
6884031629522717953,1602813518,1707,53,29200,39,False,True
6882850172854979845,1602538472,7076,69,65200,117,False,True
6882419822806699266,1602438239,26900,112,90300,478,False,True
6882419822806699266,1602438239,26900,112,90300,478,False,False
6901276149175815426,1606828570,2322,84,94300,45,False,True
6893247155738299650,1604959175,13800,302,201300,85,False,False
6893247155738299650,1604959175,13800,302,201300,85,False,True
6904227603067047170,1607515758,2008,14,99700,678,False,True
6903653180282817794,1607382017,32000,127,161400,1600,False,False
6886068485345070337,1603287760,8639,496,102500,459,False,True
6875749962681044230,1600885341,5494,20,119700,213,False,True
6896576430491143426,1605734333,689,3,14900,36,False,False
6896576430491143426,1605734333,689,3,14900,36,False,True
6881317813173095681,1602181657,8819,963,125200,341,False,True
6881317813173095681,1602181657,8819,963,125200,341,True,False
6903854177072499969,1607428817,2497,27,45500,28,False,False
6903854177072499969,1607428817,2497,27,45500,28,False,True
6903854177072499969,1607428817,2497,27,45500,28,True,False
6875342937002085633,1600790525,49400,37,376400,123,False,True
6890991934324755713,1604434090,1105,39,6792,85,False,True
6880162735208877314,1601912719,11400,14,69000,86,False,True
6880162735208877314,1601912719,11400,14,69000,86,False,True
6882404595394563330,1602434693,40600,2214,605800,696,False,True
6893253061305732357,1604960582,17400,1245,124400,236,False,True
6900492821862599938,1606646187,26400,2421,352200,977,False,False
6900492821862599938,1606646187,26400,2421,352200,977,False,True
6884266018936573189,1602868142,7191,98,83500,181,False,True
6884266018936573189,1602868142,7191,98,83500,181,True,False
6876645435625262338,1601093787,3965,13,26200,75,True,False
6876645435625262338,1601093787,3965,13,26200,75,False,True
6876645435625262338,1601093787,3965,13,26200,75,False,False
6876603307708665093,1601084005,8135,35,58000,250,True,False
6876603307708665093,1601084005,8135,35,58000,250,False,True
6876603307708665093,1601084005,8135,35,58000,250,False,False
6880750408302693637,1602049647,1590,19,70600,34,False,True
6882436135214238981,1602442071,21300,213,72100,513,False,True
6882436135214238981,1602442071,21300,213,72100,513,False,False
6882436135214238981,1602442071,21300,213,72100,513,True,False
6886265289206435074,1603333584,206,0,4620,7,False,False
6886265289206435074,1603333584,206,0,4620,7,True,False
6886265289206435074,1603333584,206,0,4620,7,False,True
6886060490687106306,1603285898,142,69,1853,12,False,False
6886060490687106306,1603285898,142,69,1853,12,True,False
6904778229526039813,1607643976,5594,58,83500,183,False,True
6904778229526039813,1607643976,5594,58,83500,183,False,False
6905010590108978437,1607698094,4593,17,40200,93,False,True
6882547868792524034,1602468058,499,1,28100,12,False,False
6882547868792524034,1602468058,499,1,28100,12,False,True
6882547868792524034,1602468058,499,1,28100,12,True,False
6899861794760690945,1606499264,4774,87,113400,255,False,True
6903940573091187973,1607448976,15000,504,79500,276,False,True
6903940573091187973,1607448976,15000,504,79500,276,True,False
6881237651702254850,1602162993,1396,33,41200,10,False,True
6891048135716506886,1604447205,5979,860,152600,94,False,True
6888322901305478401,1603812656,2973,130,44400,118,False,True
6888322901305478401,1603812656,2973,130,44400,118,False,False
